# Eye_lean Scene Events Sidecar
# FileVersion: 1.0
# SessionID: 20260503_160712_a22a689f
Frame,T,EventType,ObjectId,Detail
4582,184.740400,Despawn,b1eb3d350263132d99eddf2429717ff7,Distractor_10
4582,184.740400,Despawn,2e683ab490a40e641b6ee36ecfa1cbe2,Distractor_11
4582,184.740400,Despawn,2a591bf0045d9605478bfdfc338b3e5a,Distractor_12
4582,184.740400,Despawn,933386218820da15fabed4e3a7296cc0,Distractor_13
4582,184.740400,Despawn,d35689b3289f556324cb7911b1c57958,Distractor_14
4582,184.740400,Despawn,95451a550fa79604f39cb2c94315d3df,SearchTarget
4582,184.740400,SpawnVisualSearchScene,,trial=1
4840,187.614300,Despawn,55111c7b0bd73ce9596e1b50b441e6d3,Distractor_0
4840,187.614300,Despawn,72557fa0b492789a99906d981b7af9de,Distractor_1
4840,187.614300,Despawn,31c753c14e4d1dc264728073fe832b83,Distractor_2
4840,187.614300,Despawn,0823469eefb7b9732ad6806ccaa8ddc8,Distractor_3
4840,187.614300,Despawn,ce1eed5802353cdefb6c326777e6726a,Distractor_4
4840,187.614300,Despawn,44fc16b7ec756679aee65df297c91aea,Distractor_5
4840,187.614300,Despawn,09ff24d53203b021f525a537f27442ee,Distractor_6
4840,187.614300,Despawn,dcd6ee6524d6cc9e8583807c60d989f5,Distractor_7
4840,187.614300,Despawn,1c8e3ea953a30673cd84ab914d25a55d,Distractor_8
4840,187.614300,Despawn,b9a0938f1e4f0da7a555c1771cf0ecf6,Distractor_9
4840,187.614300,Despawn,b1eb3d350263132d99eddf2429717ff7,Distractor_10
4840,187.614300,Despawn,2e683ab490a40e641b6ee36ecfa1cbe2,Distractor_11
4840,187.614300,Despawn,2a591bf0045d9605478bfdfc338b3e5a,Distractor_12
4840,187.614300,Despawn,933386218820da15fabed4e3a7296cc0,Distractor_13
4840,187.614300,Despawn,d35689b3289f556324cb7911b1c57958,Distractor_14
4840,187.614300,Despawn,95451a550fa79604f39cb2c94315d3df,SearchTarget
4840,187.614300,SpawnVisualSearchScene,,trial=2
5004,189.440600,Despawn,55111c7b0bd73ce9596e1b50b441e6d3,Distractor_0
5004,189.440600,Despawn,72557fa0b492789a99906d981b7af9de,Distractor_1
5004,189.440600,Despawn,31c753c14e4d1dc264728073fe832b83,Distractor_2
5004,189.440600,Despawn,0823469eefb7b9732ad6806ccaa8ddc8,Distractor_3
5004,189.440600,Despawn,ce1eed5802353cdefb6c326777e6726a,Distractor_4
5004,189.440600,Despawn,44fc16b7ec756679aee65df297c91aea,Distractor_5
5004,189.440600,Despawn,09ff24d53203b021f525a537f27442ee,Distractor_6
5004,189.440600,Despawn,dcd6ee6524d6cc9e8583807c60d989f5,Distractor_7
5004,189.440600,Despawn,1c8e3ea953a30673cd84ab914d25a55d,Distractor_8
5004,189.440600,Despawn,b9a0938f1e4f0da7a555c1771cf0ecf6,Distractor_9
5004,189.440600,Despawn,b1eb3d350263132d99eddf2429717ff7,Distractor_10
5004,189.440600,Despawn,2e683ab490a40e641b6ee36ecfa1cbe2,Distractor_11
5004,189.440600,Despawn,2a591bf0045d9605478bfdfc338b3e5a,Distractor_12
5004,189.440600,Despawn,933386218820da15fabed4e3a7296cc0,Distractor_13
5004,189.440600,Despawn,d35689b3289f556324cb7911b1c57958,Distractor_14
5004,189.440600,Despawn,95451a550fa79604f39cb2c94315d3df,SearchTarget
5184,191.445800,ShowInstruction,,COUNTING TASK  Count the RED cubes in the room. Remember the number.
5454,194.453200,SetInstructionTextOnly,,Starting in  <size=200>3</size>
5544,195.455900,SetInstructionTextOnly,,Starting in  <size=200>2</size>
5633,196.457700,SetInstructionTextOnly,,Starting in  <size=200>1</size>
5723,197.460300,SetInstructionTextOnly,,<size=180>Go!</size>
5759,197.860900,HideInstruction,,
5759,197.860900,SpawnCountingScene,,
5759,197.860900,Spawn,41e8704177f435486864d5199ae2db4d,TargetCube_0
5759,197.860900,Spawn,6f52edf90a7e0eb4587f3588552a446d,TargetCube_1
5759,197.860900,Spawn,c807d05786f430b861ffb842f4c62f1e,TargetCube_2
5759,197.860900,Spawn,e9fbd9f70cde0ffc29bac2eabc11fd07,TargetCube_3
5759,197.860900,Spawn,a53186dd0c373b9583619a34b776bc52,TargetCube_4
5759,197.860900,Spawn,669fc13f89c1d035aab09b65266379e1,TargetCube_5
5759,197.860900,Spawn,9be4849bb66d713f507c4419032eae54,TargetCube_6
5759,197.860900,Spawn,3ca7d05b86f38e0d097913cd1f5417b9,TargetCube_7
5759,197.860900,Spawn,4b17a1c22cf562ea56b78f783f5895a9,TargetCube_8
5759,197.860900,Spawn,5d7d558a385eb1657cb8199f8e232d67,TargetCube_9
5759,197.860900,Spawn,d68d52de84c8d64220a43802ade1b164,TargetCube_10
5759,197.860900,Spawn,b771997fc33e40d3326344dcaa2abc31,BlueCube_0
5759,197.860900,Spawn,f1154356b31d162cd4498682fd47d83c,BlueCube_1
5759,197.860900,Spawn,3f4517fe9907622baacfccf913a9f7a0,BlueCube_2
5759,197.860900,Spawn,8f76c93129508bcbb808edda9bf2af07,BlueCube_3
5759,197.860900,Spawn,61ab94acd2497f242d7ffa9dbedb73fc,BlueCube_4
5759,197.860900,Spawn,8122726b1f0eea970a19da9c564793fd,BlueCube_5
5759,197.860900,Spawn,48c7bfe859a7f224097ca9176ea15fde,BlueCube_6
5759,197.860900,Spawn,a41648b30b413c3eb9557609d07d5472,BlueCube_7
5759,197.860900,Spawn,bd22eff45b7647a718d8a0cdef68879f,BlueCube_8
5759,197.860900,Spawn,3a9a1e67ea99897bde7eaa2a161a4e6d,BlueCube_9
5759,197.860900,Spawn,71bd9319e5b8dc40b02e5abc8d5d6100,BlueCube_10
5759,197.860900,Spawn,3038b057f25d03e79f5c0421d6f62fc5,BlueCube_11
5759,197.860900,Spawn,b4cfce2cabf8a376e735b56dfb1b3530,GreenCube_0
5759,197.860900,Spawn,eb6aa7af630684a11d0c870baa551301,GreenCube_1
5759,197.860900,Spawn,381323ef5d42cc72be1c3d76ab96d9ab,GreenCube_2
5759,197.860900,Spawn,5b57c1783e484636ff9b38da98e92937,GreenCube_3
5759,197.860900,Spawn,abe695dd2be8c31d68ea25271f12a2d8,GreenCube_4
5759,197.860900,Spawn,b5c01f5e5884cc9de6ddb55648fc4c46,GreenCube_5
5759,197.860900,Spawn,6de557865b6a1e6e7215e81ef3c3952c,GreenCube_6
5759,197.860900,Spawn,c93c979bae31ebee28fe50e63fef3986,GreenCube_7
5759,197.860900,Spawn,0d537a120122a112039adf4633693913,GreenCube_8
5759,197.860900,Spawn,d65573e717e256455991cd81863719f5,GreenCube_9
5759,197.860900,Spawn,ac9407eb9c35a1db55b7ce6c0a0647d1,GreenCube_10
5759,197.860900,ShowProgress,,Count the RED cubes: 10s remaining
5802,198.362600,ShowProgress,,Count the RED cubes: 9s remaining
5892,199.364600,ShowProgress,,Count the RED cubes: 8s remaining
5982,200.367000,ShowProgress,,Count the RED cubes: 7s remaining
6072,201.369500,ShowProgress,,Count the RED cubes: 6s remaining
6162,202.371900,ShowProgress,,Count the RED cubes: 5s remaining
6251,203.363100,ShowProgress,,Count the RED cubes: 4s remaining
6341,204.365500,ShowProgress,,Count the RED cubes: 3s remaining
6431,205.367900,ShowProgress,,Count the RED cubes: 2s remaining
6521,206.370400,ShowProgress,,Count the RED cubes: 1s remaining
6610,207.361500,ShowProgress,,Count the RED cubes: 0s remaining
6655,207.863000,Despawn,41e8704177f435486864d5199ae2db4d,TargetCube_0
6655,207.863000,Despawn,6f52edf90a7e0eb4587f3588552a446d,TargetCube_1
6655,207.863000,Despawn,c807d05786f430b861ffb842f4c62f1e,TargetCube_2
6655,207.863000,Despawn,e9fbd9f70cde0ffc29bac2eabc11fd07,TargetCube_3
6655,207.863000,Despawn,a53186dd0c373b9583619a34b776bc52,TargetCube_4
6655,207.863000,Despawn,669fc13f89c1d035aab09b65266379e1,TargetCube_5
6655,207.863000,Despawn,9be4849bb66d713f507c4419032eae54,TargetCube_6
6655,207.863000,Despawn,3ca7d05b86f38e0d097913cd1f5417b9,TargetCube_7
6655,207.863000,Despawn,4b17a1c22cf562ea56b78f783f5895a9,TargetCube_8
6655,207.863000,Despawn,5d7d558a385eb1657cb8199f8e232d67,TargetCube_9
6655,207.863000,Despawn,d68d52de84c8d64220a43802ade1b164,TargetCube_10
6655,207.863000,Despawn,b771997fc33e40d3326344dcaa2abc31,BlueCube_0
6655,207.863000,Despawn,f1154356b31d162cd4498682fd47d83c,BlueCube_1
6655,207.863000,Despawn,3f4517fe9907622baacfccf913a9f7a0,BlueCube_2
6655,207.863000,Despawn,8f76c93129508bcbb808edda9bf2af07,BlueCube_3
6655,207.863000,Despawn,61ab94acd2497f242d7ffa9dbedb73fc,BlueCube_4
6655,207.863000,Despawn,8122726b1f0eea970a19da9c564793fd,BlueCube_5
6655,207.863000,Despawn,48c7bfe859a7f224097ca9176ea15fde,BlueCube_6
6655,207.863000,Despawn,a41648b30b413c3eb9557609d07d5472,BlueCube_7
6655,207.863000,Despawn,bd22eff45b7647a718d8a0cdef68879f,BlueCube_8
6655,207.863000,Despawn,3a9a1e67ea99897bde7eaa2a161a4e6d,BlueCube_9
6655,207.863000,Despawn,71bd9319e5b8dc40b02e5abc8d5d6100,BlueCube_10
6655,207.863000,Despawn,3038b057f25d03e79f5c0421d6f62fc5,BlueCube_11
6655,207.863000,Despawn,b4cfce2cabf8a376e735b56dfb1b3530,GreenCube_0
6655,207.863000,Despawn,eb6aa7af630684a11d0c870baa551301,GreenCube_1
6655,207.863000,Despawn,381323ef5d42cc72be1c3d76ab96d9ab,GreenCube_2
6655,207.863000,Despawn,5b57c1783e484636ff9b38da98e92937,GreenCube_3
6655,207.863000,Despawn,abe695dd2be8c31d68ea25271f12a2d8,GreenCube_4
6655,207.863000,Despawn,b5c01f5e5884cc9de6ddb55648fc4c46,GreenCube_5
6655,207.863000,Despawn,6de557865b6a1e6e7215e81ef3c3952c,GreenCube_6
6655,207.863000,Despawn,c93c979bae31ebee28fe50e63fef3986,GreenCube_7
6655,207.863000,Despawn,0d537a120122a112039adf4633693913,GreenCube_8
6655,207.863000,Despawn,d65573e717e256455991cd81863719f5,GreenCube_9
6655,207.863000,Despawn,ac9407eb9c35a1db55b7ce6c0a0647d1,GreenCube_10
6655,207.863000,ShowInstruction,,How many RED cubes did you count?  Look at your answer to select it.
6655,207.863000,ShowCountingAnswerUI,,center=11;range=4;px=-0.1992;py=1.4801;pz=2.4069;dwell=1.500
6891,210.502700,CountingAnswerSelected,,value=11;responseTime=2.640
6891,210.502700,HideCountingAnswerUI,,
6891,210.502700,ShowInstruction,,Correct! The answer was 11.
7071,212.507500,HideInstruction,,
7251,214.512100,ShowInstruction,,CHANGE DETECTION  Study the scene carefully. After a brief blank_ find what changed.
7521,217.519400,SetInstructionTextOnly,,Starting in  <size=200>3</size>
7611,218.521700,SetInstructionTextOnly,,Starting in  <size=200>2</size>
7701,219.524200,SetInstructionTextOnly,,Starting in  <size=200>1</size>
7791,220.526400,SetInstructionTextOnly,,<size=180>Go!</size>
7827,220.927300,HideInstruction,,
7827,220.927300,ShowProgress,,Study the scene...
7827,220.927300,SpawnChangeDetectionScene,,trial=0
7827,220.927300,Spawn,2179c901930cfd64b94f204e83fdbc9d,ChangeObject_t0_0
7827,220.927300,Spawn,c43e8e0a3fe931907a930b428ebfbcef,ChangeObject_t0_1
7827,220.927300,Spawn,87c64a967b9d772e9adaa04ae32b3550,ChangeObject_t0_2
7827,220.927300,Spawn,c0d044e486277b8d7dd6778c7f283809,ChangeObject_t0_3
7827,220.927300,Spawn,3af735f34efad67601a6e3ac9cf84ce0,ChangeObject_t0_4
7827,220.927300,Spawn,8421a8600a4be5aad2f9429e9afd85d7,ChangeObject_t0_5
7827,220.927300,Spawn,4ff01e084dc5d094fd7cbccf32c8216a,ChangeObject_t0_6
7827,220.927300,Spawn,14ed6f1c906cfb05b28dc85eb484edea,ChangeObject_t0_7
7827,220.927300,Spawn,e0d4fd69b55a7939c3cf62f40df98752,ChangeObject_t0_8
7827,220.927300,Spawn,f9025089664dd89e5400aabb1045d5f7,ChangeObject_t0_9
7827,220.927300,Spawn,cc0695ae078bc7f96beb101e7e1c7ae1,ChangeObject_t0_10
7827,220.927300,Spawn,9f5d70ffddf4dfa8f07c8b6f9f27bcdb,ChangeObject_t0_11
8546,228.935900,ShowProgress,,
8546,228.935900,ChangeDetectionHideScene,,
8546,228.935900,Despawn,2179c901930cfd64b94f204e83fdbc9d,ChangeObject_t0_0
8546,228.935900,Despawn,c43e8e0a3fe931907a930b428ebfbcef,ChangeObject_t0_1
8546,228.935900,Despawn,87c64a967b9d772e9adaa04ae32b3550,ChangeObject_t0_2
8546,228.935900,Despawn,c0d044e486277b8d7dd6778c7f283809,ChangeObject_t0_3
8546,228.935900,Despawn,3af735f34efad67601a6e3ac9cf84ce0,ChangeObject_t0_4
8546,228.935900,Despawn,8421a8600a4be5aad2f9429e9afd85d7,ChangeObject_t0_5
8546,228.935900,Despawn,4ff01e084dc5d094fd7cbccf32c8216a,ChangeObject_t0_6
8546,228.935900,Despawn,14ed6f1c906cfb05b28dc85eb484edea,ChangeObject_t0_7
8546,228.935900,Despawn,e0d4fd69b55a7939c3cf62f40df98752,ChangeObject_t0_8
8546,228.935900,Despawn,f9025089664dd89e5400aabb1045d5f7,ChangeObject_t0_9
8546,228.935900,Despawn,cc0695ae078bc7f96beb101e7e1c7ae1,ChangeObject_t0_10
8546,228.935900,Despawn,9f5d70ffddf4dfa8f07c8b6f9f27bcdb,ChangeObject_t0_11
8591,229.437100,ShowProgress,,Find the change!
8591,229.437100,ChangeDetectionShowChangedScene,,
8765,231.374800,ChangeDetectionFeedback,,isCorrect=1;selectedId=87c64a967b9d772e9adaa04ae32b3550;correctId=87c64a967b9d772e9adaa04ae32b3550
8900,232.878600,Despawn,2179c901930cfd64b94f204e83fdbc9d,ChangeObject_t0_0
8900,232.878600,Despawn,c43e8e0a3fe931907a930b428ebfbcef,ChangeObject_t0_1
8900,232.878600,Despawn,87c64a967b9d772e9adaa04ae32b3550,ChangeObject_t0_2
8900,232.878600,Despawn,c0d044e486277b8d7dd6778c7f283809,ChangeObject_t0_3
8900,232.878600,Despawn,3af735f34efad67601a6e3ac9cf84ce0,ChangeObject_t0_4
8900,232.878600,Despawn,8421a8600a4be5aad2f9429e9afd85d7,ChangeObject_t0_5
8900,232.878600,Despawn,4ff01e084dc5d094fd7cbccf32c8216a,ChangeObject_t0_6
8900,232.878600,Despawn,14ed6f1c906cfb05b28dc85eb484edea,ChangeObject_t0_7
8900,232.878600,Despawn,e0d4fd69b55a7939c3cf62f40df98752,ChangeObject_t0_8
8900,232.878600,Despawn,f9025089664dd89e5400aabb1045d5f7,ChangeObject_t0_9
8900,232.878600,Despawn,cc0695ae078bc7f96beb101e7e1c7ae1,ChangeObject_t0_10
8900,232.878600,Despawn,9f5d70ffddf4dfa8f07c8b6f9f27bcdb,ChangeObject_t0_11
8990,233.880700,ShowProgress,,Study the scene...
8990,233.880700,SpawnChangeDetectionScene,,trial=1
8990,233.880700,Spawn,b4c6c88acb72f0bb0aa9e6e05f8dea0b,ChangeObject_t1_0
8990,233.880700,Spawn,3d47e2250087df994d73d427a7e92a61,ChangeObject_t1_1
8990,233.880700,Spawn,a4d7a0c932ec52d9a812602526c5c151,ChangeObject_t1_2
8990,233.880700,Spawn,30cce690d433ef03a9bb806ca266a9fe,ChangeObject_t1_3
8990,233.880700,Spawn,481aa0b4a1caa0429df54d917eb4b86f,ChangeObject_t1_4
8990,233.880700,Spawn,5b1fa11ddc6982ac7f70847e656e40aa,ChangeObject_t1_5
8990,233.880700,Spawn,6d7b646102f9aa0c7f5fe2925acbec84,ChangeObject_t1_6
8990,233.880700,Spawn,c40fc6d63887a48ed383c5971ba07341,ChangeObject_t1_7
8990,233.880700,Spawn,54916299e27d576b525f9b72de369830,ChangeObject_t1_8
8990,233.880700,Spawn,60f33fa676d40ec4c9efa819d399efb6,ChangeObject_t1_9
8990,233.880700,Spawn,4faf298a3f413bc957b6c3e229408707,ChangeObject_t1_10
8990,233.880700,Spawn,a7e246a0febbf50b1517833cfb58e19e,ChangeObject_t1_11
9709,241.888600,ShowProgress,,
9709,241.888600,ChangeDetectionHideScene,,
9709,241.888600,Despawn,b4c6c88acb72f0bb0aa9e6e05f8dea0b,ChangeObject_t1_0
9709,241.888600,Despawn,3d47e2250087df994d73d427a7e92a61,ChangeObject_t1_1
9709,241.888600,Despawn,a4d7a0c932ec52d9a812602526c5c151,ChangeObject_t1_2
9709,241.888600,Despawn,30cce690d433ef03a9bb806ca266a9fe,ChangeObject_t1_3
9709,241.888600,Despawn,481aa0b4a1caa0429df54d917eb4b86f,ChangeObject_t1_4
9709,241.888600,Despawn,5b1fa11ddc6982ac7f70847e656e40aa,ChangeObject_t1_5
9709,241.888600,Despawn,6d7b646102f9aa0c7f5fe2925acbec84,ChangeObject_t1_6
9709,241.888600,Despawn,c40fc6d63887a48ed383c5971ba07341,ChangeObject_t1_7
9709,241.888600,Despawn,54916299e27d576b525f9b72de369830,ChangeObject_t1_8
9709,241.888600,Despawn,60f33fa676d40ec4c9efa819d399efb6,ChangeObject_t1_9
9709,241.888600,Despawn,4faf298a3f413bc957b6c3e229408707,ChangeObject_t1_10
9709,241.888600,Despawn,a7e246a0febbf50b1517833cfb58e19e,ChangeObject_t1_11
9754,242.390100,ShowProgress,,Find the change!
9754,242.390100,ChangeDetectionShowChangedScene,,
10006,245.196800,ChangeDetectionFeedback,,isCorrect=1;selectedId=6d7b646102f9aa0c7f5fe2925acbec84;correctId=6d7b646102f9aa0c7f5fe2925acbec84
10141,246.700300,Despawn,b4c6c88acb72f0bb0aa9e6e05f8dea0b,ChangeObject_t1_0
10141,246.700300,Despawn,3d47e2250087df994d73d427a7e92a61,ChangeObject_t1_1
10141,246.700300,Despawn,a4d7a0c932ec52d9a812602526c5c151,ChangeObject_t1_2
10141,246.700300,Despawn,30cce690d433ef03a9bb806ca266a9fe,ChangeObject_t1_3
10141,246.700300,Despawn,481aa0b4a1caa0429df54d917eb4b86f,ChangeObject_t1_4
10141,246.700300,Despawn,5b1fa11ddc6982ac7f70847e656e40aa,ChangeObject_t1_5
10141,246.700300,Despawn,6d7b646102f9aa0c7f5fe2925acbec84,ChangeObject_t1_6
10141,246.700300,Despawn,c40fc6d63887a48ed383c5971ba07341,ChangeObject_t1_7
10141,246.700300,Despawn,54916299e27d576b525f9b72de369830,ChangeObject_t1_8
10141,246.700300,Despawn,60f33fa676d40ec4c9efa819d399efb6,ChangeObject_t1_9
10141,246.700300,Despawn,4faf298a3f413bc957b6c3e229408707,ChangeObject_t1_10
10141,246.700300,Despawn,a7e246a0febbf50b1517833cfb58e19e,ChangeObject_t1_11
10231,247.702800,ShowProgress,,Study the scene...
10231,247.702800,SpawnChangeDetectionScene,,trial=2
10231,247.702800,Spawn,e051a4a2d003c098054d74adc8a5b04d,ChangeObject_t2_0
10231,247.702800,Spawn,a926960992375b5524f6b39841188942,ChangeObject_t2_1
10231,247.702800,Spawn,40e2851ebda31fd19a545a3eacb0b4bb,ChangeObject_t2_2
10231,247.702800,Spawn,6dcaa91be63a5d78b243ad19b3543c06,ChangeObject_t2_3
10231,247.702800,Spawn,753a56bbf8069c871f2d9a38e1d380bc,ChangeObject_t2_4
10231,247.702800,Spawn,b61a2daf3165adc743ae02075eb8322d,ChangeObject_t2_5
10231,247.702800,Spawn,5e8c86b1e6343a8b00d4c3f695588a15,ChangeObject_t2_6
10231,247.702800,Spawn,1798a95a951d5430152e7d3f5b109f20,ChangeObject_t2_7
10231,247.702800,Spawn,207013a402b5713cceaed5871df3b7bc,ChangeObject_t2_8
10231,247.702800,Spawn,50c030144cf70ba2529b5e4262266f32,ChangeObject_t2_9
10231,247.702800,Spawn,362a1934efcdefaecc330f487aa905da,ChangeObject_t2_10
10231,247.702800,Spawn,22057d778f8cebc86ac4ea520318250a,ChangeObject_t2_11
10949,255.710800,ShowProgress,,
10949,255.710800,ChangeDetectionHideScene,,
10949,255.710800,Despawn,e051a4a2d003c098054d74adc8a5b04d,ChangeObject_t2_0
10949,255.710800,Despawn,a926960992375b5524f6b39841188942,ChangeObject_t2_1
10949,255.710800,Despawn,40e2851ebda31fd19a545a3eacb0b4bb,ChangeObject_t2_2
10949,255.710800,Despawn,6dcaa91be63a5d78b243ad19b3543c06,ChangeObject_t2_3
10949,255.710800,Despawn,753a56bbf8069c871f2d9a38e1d380bc,ChangeObject_t2_4
10949,255.710800,Despawn,b61a2daf3165adc743ae02075eb8322d,ChangeObject_t2_5
10949,255.710800,Despawn,5e8c86b1e6343a8b00d4c3f695588a15,ChangeObject_t2_6
10949,255.710800,Despawn,1798a95a951d5430152e7d3f5b109f20,ChangeObject_t2_7
10949,255.710800,Despawn,207013a402b5713cceaed5871df3b7bc,ChangeObject_t2_8
10949,255.710800,Despawn,50c030144cf70ba2529b5e4262266f32,ChangeObject_t2_9
10949,255.710800,Despawn,362a1934efcdefaecc330f487aa905da,ChangeObject_t2_10
10949,255.710800,Despawn,22057d778f8cebc86ac4ea520318250a,ChangeObject_t2_11
10994,256.212500,ShowProgress,,Find the change!
10994,256.212500,ChangeDetectionShowChangedScene,,
11354,260.221500,ChangeDetectionFeedback,,isCorrect=0;selectedId=50c030144cf70ba2529b5e4262266f32;correctId=1798a95a951d5430152e7d3f5b109f20
11489,261.725200,Despawn,e051a4a2d003c098054d74adc8a5b04d,ChangeObject_t2_0
11489,261.725200,Despawn,a926960992375b5524f6b39841188942,ChangeObject_t2_1
11489,261.725200,Despawn,40e2851ebda31fd19a545a3eacb0b4bb,ChangeObject_t2_2
11489,261.725200,Despawn,6dcaa91be63a5d78b243ad19b3543c06,ChangeObject_t2_3
11489,261.725200,Despawn,753a56bbf8069c871f2d9a38e1d380bc,ChangeObject_t2_4
11489,261.725200,Despawn,b61a2daf3165adc743ae02075eb8322d,ChangeObject_t2_5
11489,261.725200,Despawn,5e8c86b1e6343a8b00d4c3f695588a15,ChangeObject_t2_6
11489,261.725200,Despawn,1798a95a951d5430152e7d3f5b109f20,ChangeObject_t2_7
11489,261.725200,Despawn,207013a402b5713cceaed5871df3b7bc,ChangeObject_t2_8
11489,261.725200,Despawn,50c030144cf70ba2529b5e4262266f32,ChangeObject_t2_9
11489,261.725200,Despawn,362a1934efcdefaecc330f487aa905da,ChangeObject_t2_10
11489,261.725200,Despawn,22057d778f8cebc86ac4ea520318250a,ChangeObject_t2_11
11489,261.725200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11490,261.736900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11491,261.747600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11492,261.758900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11493,261.769800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11494,261.781100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11495,261.792100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11496,261.803300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11497,261.814500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11498,261.826400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11499,261.836600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11500,261.848100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11501,261.859100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11502,261.870200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11503,261.881200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11504,261.892600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11505,261.903900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11506,261.914800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11507,261.925800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11508,261.937600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11509,261.948000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11510,261.960400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11511,261.970100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11512,261.981600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11513,261.993200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11514,262.003900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11515,262.014800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11516,262.026000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11517,262.037000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11518,262.048100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11519,262.059400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11520,262.070600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11521,262.081400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11522,262.092900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11523,262.104000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11524,262.115100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11525,262.126100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11526,262.137300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11527,262.148400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
11528,262.159800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 8s...
